DATE,AWND,PRCP,TMAX,TMIN,TOBS,BEAUFORT_SCALE,PRCP_SCALE,MEAN_TEMP
2020-08-06,1.8625,0.10465116279069768,29.085714285714282,19.65,20.349999999999998,Light Breeze,Slight,23.028571428571425
2020-08-07,2.4875,5.257954545454545,27.471428571428568,19.557142857142857,19.716666666666665,Light Breeze,Slight,22.248412698412697
2020-08-08,1.975,4.910869565217391,27.935714285714283,20.085714285714285,20.9,Light Breeze,Slight,22.973809523809525
2020-08-09,2.8625,0.045454545454545456,29.8,20.957142857142856,21.54,Light Breeze,Slight,24.09904761904762
2020-08-10,2.8625,0.0056179775280898875,32.29285714285714,22.61428571428571,23.983333333333334,Light Breeze,Slight,26.296825396825394
2020-08-11,3.4000000000000004,0.1272727272727273,32.05,23.492857142857137,24.25,Gentle Breeze,Slight,26.597619047619045
2020-08-12,1.8875,2.552222222222222,31.735714285714288,23.557142857142853,24.433333333333337,Light Breeze,Slight,26.575396825396826
2020-08-13,1.85,3.827173913043478,29.250000000000004,22.657142857142855,23.61666666666667,Light Breeze,Slight,25.174603174603178
2020-08-14,2.95,5.025287356321839,28.935714285714287,21.857142857142858,21.866666666666664,Light Breeze,Slight,24.219841269841268
2020-08-15,4.0625,0.0,29.714285714285715,19.928571428571427,20.560000000000002,Gentle Breeze,Slight,23.40095238095238
2020-08-16,4.449999999999999,2.6032258064516127,25.121428571428574,19.15,19.52,Gentle Breeze,Slight,21.263809523809524
2020-08-17,2.6125000000000003,7.7956521739130435,25.70714285714286,16.87857142857143,17.333333333333332,Light Breeze,Slight,19.97301587301587
2020-08-18,2.5374999999999996,15.813541666666666,28.21428571428571,16.985714285714288,17.139999999999997,Light Breeze,Slight,20.78
2020-08-19,1.775,2.0160919540229885,26.185714285714287,17.90714285714286,18.8,Light Breeze,Slight,20.96428571428571
2020-08-20,2.2375,5.974712643678161,25.757142857142856,15.435714285714285,15.366666666666665,Light Breeze,Slight,18.853174603174605
2020-08-21,3.7000000000000006,0.015853658536585366,28.185714285714283,17.3,18.616666666666667,Gentle Breeze,Slight,21.367460317460313
2020-08-22,2.9375,0.625609756097561,30.628571428571433,20.72142857142857,21.78,Light Breeze,Slight,24.37666666666667
2020-08-23,2.3625000000000003,0.713953488372093,30.871428571428567,21.342857142857145,21.3,Light Breeze,Slight,24.504761904761903
2020-08-24,2.6624999999999996,0.0035714285714285713,31.857142857142858,22.192857142857143,22.416666666666668,Light Breeze,Slight,25.48888888888889
2020-08-25,4.1625,0.4662790697674419,32.771428571428565,21.842857142857145,23.416666666666668,Gentle Breeze,Slight,26.010317460317463
2020-08-26,4.375,2.6296703296703297,28.81428571428571,18.599999999999998,18.983333333333334,Gentle Breeze,Slight,22.132539682539683
2020-08-27,3.224999999999999,2.582222222222222,30.27142857142857,19.17142857142857,19.53333333333333,Light Breeze,Slight,22.99206349206349
2020-08-28,3.3125000000000004,7.372527472527472,31.50769230769231,20.515384615384615,20.9,Light Breeze,Slight,24.30769230769231
2020-08-29,3.7125000000000004,2.4545454545454546,28.849999999999998,21.514285714285712,22.119999999999997,Gentle Breeze,Slight,24.16142857142857
